new_id,split,crop_name,source_image_id,source_transition,scale_factor,crop_width,crop_height,refined_width,refined_height,texture_a,texture_b,image_name,label_a_name,label_b_name,valid_fraction,overlap_fraction,void_fraction
570,training,training_ADE_train_00015908_t1_crop0,training_ADE_train_00015908,training_ADE_train_00015908_t1,1,409,261,409,261,smooth asphalt road surface with white lane markings,sparse dry grass on sloped terrain,570.png,570.png,570.png,0.9518777693467855,9.367769253107757e-05,0.04802855296068347
571,training,training_ADE_train_00015908_t1_crop1,training_ADE_train_00015908,training_ADE_train_00015908_t1,2,68,256,136,512,smooth asphalt road surface with white lane markings,sparse dry grass on sloped terrain,571.png,571.png,571.png,1.0,0.0,0.0
572,training,training_ADE_train_00015911_t1_crop0,training_ADE_train_00015911,training_ADE_train_00015911_t1,2,256,64,512,128,dense green grass with scattered shadows,exposed layered rock with horizontal striations,572.png,572.png,572.png,1.0,0.0,0.0
573,training,training_ADE_train_00015911_t1_crop1,training_ADE_train_00015911,training_ADE_train_00015911_t1,2,256,194,512,388,dense green grass with scattered shadows,exposed layered rock with horizontal striations,573.png,573.png,573.png,1.0,0.0,0.0
574,training,training_ADE_train_00015911_t2_crop0,training_ADE_train_00015911,training_ADE_train_00015911_t2,2,220,120,440,240,exposed layered rock with horizontal striations,smooth gray asphalt with white lane markings,574.png,574.png,574.png,1.0,0.0,0.0
575,training,training_ADE_train_00015916_t1_crop0,training_ADE_train_00015916,training_ADE_train_00015916_t1,2,256,80,512,160,smooth curved sandstone arch with layered striations,distant rocky terrain with sparse vegetation,575.png,575.png,575.png,1.0,0.0,0.0
576,training,training_ADE_train_00015916_t2_crop0,training_ADE_train_00015916,training_ADE_train_00015916_t2,2,106,64,212,128,rough textured sandstone base with visible erosion,distant rocky terrain with sparse vegetation,576.png,576.png,576.png,1.0,0.0,0.0
577,training,training_ADE_train_00015916_t2_crop1,training_ADE_train_00015916,training_ADE_train_00015916_t2,2,148,141,296,282,rough textured sandstone base with visible erosion,distant rocky terrain with sparse vegetation,577.png,577.png,577.png,1.0,0.0,0.0
578,training,training_ADE_train_00015922_t0_crop0,training_ADE_train_00015922,training_ADE_train_00015922_t0,2,112,64,224,128,rough textured sandstone with layered striations,smooth rounded sandstone with subtle erosion,578.png,578.png,578.png,1.0,0.0,0.0
579,training,training_ADE_train_00015922_t0_crop1,training_ADE_train_00015922,training_ADE_train_00015922_t0,1,274,383,274,383,rough textured sandstone with layered striations,smooth rounded sandstone with subtle erosion,579.png,579.png,579.png,0.9633607135370014,0.0,0.03663928646299861
580,training,training_ADE_train_00015922_t0_crop2,training_ADE_train_00015922,training_ADE_train_00015922_t0,1,234,365,234,365,rough textured sandstone with layered striations,smooth rounded sandstone with subtle erosion,580.png,580.png,580.png,1.0,0.0,0.0
581,training,training_ADE_train_00015922_t0_crop3,training_ADE_train_00015922,training_ADE_train_00015922_t0,2,256,197,512,394,rough textured sandstone with layered striations,smooth rounded sandstone with subtle erosion,581.png,581.png,581.png,1.0,0.0,0.0
582,training,training_ADE_train_00016071_t0_crop0,training_ADE_train_00016071,training_ADE_train_00016071_t0,1,429,292,429,292,dense green grass with scattered shadows,smooth white sand with soft undulating edges,582.png,582.png,582.png,0.9719002458728486,9.579461634256155e-05,0.028003959510808824
583,training,training_ADE_train_00016081_t0_crop0,training_ADE_train_00016081,training_ADE_train_00016081_t0,1,356,411,356,411,wet sandy beach with shallow ripples,calm blue ocean water with gentle waves,583.png,583.png,583.png,0.9669004073375433,0.0,0.0330995926624566
584,training,training_ADE_train_00016081_t1_crop0,training_ADE_train_00016081,training_ADE_train_00016081_t1,1,683,313,683,313,calm blue ocean water with gentle waves,hazy pale sky with no clouds,584.png,584.png,584.png,0.9867012194836724,2.806636760392742e-05,0.013270714148723682
585,training,training_ADE_train_00016156_t0_crop0,training_ADE_train_00016156,training_ADE_train_00016156_t0,2,256,64,512,128,rough layered cliff face with vertical striations,smooth wet sandy ground with ripples,585.png,585.png,585.png,1.0,0.0,0.0
586,training,training_ADE_train_00016162_t0_crop0,training_ADE_train_00016162,training_ADE_train_00016162_t0,1,305,223,305,223,weathered wooden planks with deep grooves,wet sandy beach with fine granular texture,586.png,586.png,586.png,0.9531426891126957,4.410791737116813e-05,0.046813202969933104
587,training,training_ADE_train_00016162_t0_crop1,training_ADE_train_00016162,training_ADE_train_00016162_t0,2,165,120,330,240,weathered wooden planks with deep grooves,wet sandy beach with fine granular texture,587.png,587.png,587.png,1.0,0.0,0.0
588,training,training_ADE_train_00016162_t1_crop0,training_ADE_train_00016162,training_ADE_train_00016162_t1,1,455,230,455,230,wet sandy beach with fine granular texture,churning ocean water with white foam,588.png,588.png,588.png,0.9743048256091734,0.0,0.025695174390826563
589,training,training_ADE_train_00016317_t0_crop0,training_ADE_train_00016317,training_ADE_train_00016317_t0,2,104,104,208,208,dense green foliage with dappled sunlight,wet muddy bank with visible root patterns,589.png,589.png,589.png,1.0,0.0,0.0
590,training,training_ADE_train_00016317_t0_crop1,training_ADE_train_00016317,training_ADE_train_00016317_t0,1,229,263,229,263,dense green foliage with dappled sunlight,wet muddy bank with visible root patterns,590.png,590.png,590.png,0.9885931558935361,0.00023245388281003537,0.011174390223653843
591,training,training_ADE_train_00016341_t0_crop0,training_ADE_train_00016341,training_ADE_train_00016341_t0,2,120,256,240,512,smooth packed snow with ski tracks,dense dark green pine forest,591.png,591.png,591.png,1.0,0.0,0.0
592,training,training_ADE_train_00016341_t0_crop1,training_ADE_train_00016341,training_ADE_train_00016341_t0,2,132,256,264,512,smooth packed snow with ski tracks,dense dark green pine forest,592.png,592.png,592.png,1.0,0.0,0.0
593,training,training_ADE_train_00016341_t0_crop2,training_ADE_train_00016341,training_ADE_train_00016341_t0,2,103,256,206,512,smooth packed snow with ski tracks,dense dark green pine forest,593.png,593.png,593.png,1.0,0.0,0.0
594,training,training_ADE_train_00016363_t0_crop0,training_ADE_train_00016363,training_ADE_train_00016363_t0,1,413,575,413,575,smooth glass panels with vertical reflections,rough concrete with visible seams,594.png,594.png,594.png,0.9585935361617012,0.0,0.04140646383829877
595,training,training_ADE_train_00016363_t0_crop1,training_ADE_train_00016363,training_ADE_train_00016363_t0,1,201,253,201,253,smooth glass panels with vertical reflections,rough concrete with visible seams,595.png,595.png,595.png,0.9877293375022123,0.0,0.012270662497787741
596,training,training_ADE_train_00016721_t0_crop0,training_ADE_train_00016721,training_ADE_train_00016721_t0,2,104,118,208,236,wet concrete with visible grain and texture,dry brown earth with loose soil particles,596.png,596.png,596.png,1.0,0.0,0.0
597,training,training_ADE_train_00016721_t0_crop1,training_ADE_train_00016721,training_ADE_train_00016721_t0,2,256,132,512,264,wet concrete with visible grain and texture,dry brown earth with loose soil particles,597.png,597.png,597.png,1.0,0.0,0.0
598,training,training_ADE_train_00016847_t0_crop0,training_ADE_train_00016847,training_ADE_train_00016847_t0,2,130,93,260,186,rough gray stone with mossy patches,dense green grass with scattered shadows,598.png,598.png,598.png,1.0,0.0,0.0
599,training,training_ADE_train_00016848_t0_crop0,training_ADE_train_00016848,training_ADE_train_00016848_t0,2,113,225,226,450,dense green grass with scattered shadows,rough weathered stone with visible cracks,599.png,599.png,599.png,1.0,0.0,0.0
600,training,training_ADE_train_00016849_t1_crop0,training_ADE_train_00016849,training_ADE_train_00016849_t1,2,164,129,328,258,rough weathered stone with visible cracks,distant green vegetation with leafy canopy,600.png,600.png,600.png,1.0,0.0,0.0
601,training,training_ADE_train_00016857_t1_crop0,training_ADE_train_00016857,training_ADE_train_00016857_t1,1,584,212,584,212,rough weathered stone with visible cracks,smooth wet sandy ground with ripples,601.png,601.png,601.png,0.9686207676402171,0.0025927242181442234,0.028786508141638665
602,training,training_ADE_train_00017338_t3_crop0,training_ADE_train_00017338,training_ADE_train_00017338_t3,2,256,168,512,336,dense green grass with scattered shadows,smooth gray concrete with faint seams,602.png,602.png,602.png,1.0,0.0,0.0
603,training,training_ADE_train_00019008_t1_crop0,training_ADE_train_00019008,training_ADE_train_00019008_t1,2,132,256,264,512,wet sandy bank with scattered vegetation,dense green foliage with broad leaves,603.png,603.png,603.png,1.0,0.0,0.0
604,training,training_ADE_train_00019008_t2_crop0,training_ADE_train_00019008,training_ADE_train_00019008_t2,2,81,191,162,382,dense green foliage with broad leaves,smooth curved trunk with vertical grooves,604.png,604.png,604.png,1.0,0.0,0.0
605,training,training_ADE_train_00019008_t2_crop1,training_ADE_train_00019008,training_ADE_train_00019008_t2,2,104,64,208,128,dense green foliage with broad leaves,smooth curved trunk with vertical grooves,605.png,605.png,605.png,1.0,0.0,0.0
606,training,training_ADE_train_00019011_t0_crop0,training_ADE_train_00019011,training_ADE_train_00019011_t0,2,64,114,128,228,wet mossy rock with clinging vines,smooth flowing water with white foam,606.png,606.png,606.png,1.0,0.0,0.0
607,training,training_ADE_train_00019011_t0_crop1,training_ADE_train_00019011,training_ADE_train_00019011_t0,2,240,124,480,248,wet mossy rock with clinging vines,smooth flowing water with white foam,607.png,607.png,607.png,1.0,0.0,0.0
608,training,training_ADE_train_00019011_t1_crop0,training_ADE_train_00019011,training_ADE_train_00019011_t1,2,120,178,240,356,wet mossy rock with clinging vines,green fern fronds with serrated edges,608.png,608.png,608.png,1.0,0.0,0.0
609,training,training_ADE_train_00019011_t1_crop1,training_ADE_train_00019011,training_ADE_train_00019011_t1,2,154,239,308,478,wet mossy rock with clinging vines,green fern fronds with serrated edges,609.png,609.png,609.png,1.0,0.0,0.0
610,training,training_ADE_train_00019013_t0_crop0,training_ADE_train_00019013,training_ADE_train_00019013_t0,2,256,123,512,246,rough mossy rock with green lichen patches,clear shallow water with visible pebbles,610.png,610.png,610.png,1.0,0.0,0.0
611,training,training_ADE_train_00019013_t0_crop1,training_ADE_train_00019013,training_ADE_train_00019013_t0,1,289,212,289,212,rough mossy rock with green lichen patches,clear shallow water with visible pebbles,611.png,611.png,611.png,0.9830580400861788,0.00017953907423124633,0.01676242083959
612,training,training_ADE_train_00019013_t0_crop2,training_ADE_train_00019013,training_ADE_train_00019013_t0,1,288,484,288,484,rough mossy rock with green lichen patches,clear shallow water with visible pebbles,612.png,612.png,612.png,0.9676523760330579,0.0010187098255280073,0.031328914141414144
613,training,training_ADE_train_00019013_t1_crop0,training_ADE_train_00019013,training_ADE_train_00019013_t1,1,209,257,209,257,mossy rock with textured surface,dense green foliage with varied leaf shapes,613.png,613.png,613.png,0.9834676893861821,0.00042820173887140917,0.016104108874946475
614,training,training_ADE_train_00019013_t1_crop1,training_ADE_train_00019013,training_ADE_train_00019013_t1,2,128,256,256,512,mossy rock with textured surface,dense green foliage with varied leaf shapes,614.png,614.png,614.png,1.0,0.0,0.0
615,training,training_ADE_train_00019013_t1_crop2,training_ADE_train_00019013,training_ADE_train_00019013_t1,1,683,228,683,228,mossy rock with textured surface,dense green foliage with varied leaf shapes,615.png,615.png,615.png,0.9636985949500398,0.00019264853201818603,0.036108756517942
616,training,training_ADE_train_00019016_t0_crop0,training_ADE_train_00019016,training_ADE_train_00019016_t0,2,233,64,466,128,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,616.png,616.png,616.png,1.0,0.0,0.0
617,training,training_ADE_train_00019016_t0_crop1,training_ADE_train_00019016,training_ADE_train_00019016_t0,1,525,407,525,407,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,617.png,617.png,617.png,0.9637720837720838,9.36000936000936e-06,0.03621855621855622
618,training,training_ADE_train_00019016_t0_crop2,training_ADE_train_00019016,training_ADE_train_00019016_t0,1,264,409,264,409,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,618.png,618.png,618.png,0.9684837371267689,0.0,0.03151626287323109
619,training,training_ADE_train_00019224_t0_crop0,training_ADE_train_00019224,training_ADE_train_00019224_t0,2,117,64,234,128,dense green hedge with sculpted curves,light gray gravel path with scattered stones,619.png,619.png,619.png,1.0,0.0,0.0
620,training,training_ADE_train_00019224_t0_crop1,training_ADE_train_00019224,training_ADE_train_00019224_t0,2,197,182,394,364,dense green hedge with sculpted curves,light gray gravel path with scattered stones,620.png,620.png,620.png,1.0,0.0,0.0
621,training,training_ADE_train_00019224_t0_crop2,training_ADE_train_00019224,training_ADE_train_00019224_t0,2,104,104,208,208,dense green hedge with sculpted curves,light gray gravel path with scattered stones,621.png,621.png,621.png,1.0,0.0,0.0
622,training,training_ADE_train_00019229_t0_crop0,training_ADE_train_00019229,training_ADE_train_00019229_t0,2,255,89,510,178,dense green grass with scattered shadows,gravel path with small stones and dirt,622.png,622.png,622.png,1.0,0.0,0.0
623,training,training_ADE_train_00019229_t3_crop0,training_ADE_train_00019229,training_ADE_train_00019229_t3,2,256,150,512,300,dense green hedge with layered topiary,smooth weathered stone wall with moss,623.png,623.png,623.png,1.0,0.0,0.0
624,training,training_ADE_train_00019349_t0_crop0,training_ADE_train_00019349,training_ADE_train_00019349_t0,1,332,370,332,370,dense green grass with scattered shadows,dark green coniferous tree needles,624.png,624.png,624.png,0.9782237056333442,0.004485509605991533,0.017290784760664278
625,training,training_ADE_train_00019349_t0_crop1,training_ADE_train_00019349,training_ADE_train_00019349_t0,2,256,141,512,282,dense green grass with scattered shadows,dark green coniferous tree needles,625.png,625.png,625.png,1.0,0.0,0.0
626,training,training_ADE_train_00019350_t0_crop0,training_ADE_train_00019350,training_ADE_train_00019350_t0,1,500,337,500,337,dense green grass with scattered shadows,conical evergreen trees with needle-like foliage,626.png,626.png,626.png,0.9940652818991098,7.71513353115727e-05,0.005857566765578635
627,training,training_ADE_train_00019396_t0_crop0,training_ADE_train_00019396,training_ADE_train_00019396_t0,2,240,181,480,362,wavy layered coral with ruffled edges,rough bumpy coral with porous surface,627.png,627.png,627.png,1.0,0.0,0.0
628,training,training_ADE_train_00019396_t1_crop0,training_ADE_train_00019396,training_ADE_train_00019396_t1,2,126,172,252,344,wavy layered coral with ruffled edges,smooth wet sandy ground with ripples,628.png,628.png,628.png,1.0,0.0,0.0
629,training,training_ADE_train_00019396_t1_crop1,training_ADE_train_00019396,training_ADE_train_00019396_t1,2,256,76,512,152,wavy layered coral with ruffled edges,smooth wet sandy ground with ripples,629.png,629.png,629.png,1.0,0.0,0.0
630,training,training_ADE_train_00019437_t2_crop0,training_ADE_train_00019437,training_ADE_train_00019437_t2,2,107,64,214,128,dark green dense forest canopy,calm dark blue water surface,630.png,630.png,630.png,1.0,0.0,0.0
631,training,training_ADE_train_00019438_t0_crop0,training_ADE_train_00019438,training_ADE_train_00019438_t0,2,164,116,328,232,dense green grass with scattered shadows,dark forest canopy with mixed leaf colors,631.png,631.png,631.png,1.0,0.0,0.0
632,training,training_ADE_train_00019453_t2_crop0,training_ADE_train_00019453,training_ADE_train_00019453_t2,2,98,64,196,128,dark green pine needles with sharp tips,smooth tan soil with sparse grass,632.png,632.png,632.png,1.0,0.0,0.0
633,training,training_ADE_train_00019461_t2_crop0,training_ADE_train_00019461,training_ADE_train_00019461_t2,2,180,100,360,200,dense green grass with scattered shadows,smooth wet sandy ground with ripples,633.png,633.png,633.png,1.0,0.0,0.0
634,training,training_ADE_train_00019479_t0_crop0,training_ADE_train_00019479,training_ADE_train_00019479_t0,2,184,180,368,360,dark brown soil with sparse green sprouts,green leafy plants with broad oval leaves,634.png,634.png,634.png,1.0,0.0,0.0
635,training,training_ADE_train_00019558_t0_crop0,training_ADE_train_00019558,training_ADE_train_00019558_t0,2,222,136,444,272,dense green grass with scattered shadows,pale limestone blocks with dark mortar joints,635.png,635.png,635.png,1.0,0.0,0.0
636,training,training_ADE_train_00019808_t0_crop0,training_ADE_train_00019808,training_ADE_train_00019808_t0,1,683,251,683,251,dry grassy field with sparse vegetation,calm reflective water surface,636.png,636.png,636.png,0.9797296903163335,0.00013416320078397974,0.020136146482882526
637,training,training_ADE_train_00019808_t0_crop1,training_ADE_train_00019808,training_ADE_train_00019808_t0,2,150,256,300,512,dry grassy field with sparse vegetation,calm reflective water surface,637.png,637.png,637.png,1.0,0.0,0.0
638,training,training_ADE_train_00019814_t0_crop0,training_ADE_train_00019814,training_ADE_train_00019814_t0,1,268,288,268,288,smooth wet concrete with visible seams,rough weathered stone with visible cracks,638.png,638.png,638.png,0.9877047056384743,0.0,0.012295294361525705
639,training,training_ADE_train_00019814_t0_crop1,training_ADE_train_00019814,training_ADE_train_00019814_t0,2,102,256,204,512,smooth wet concrete with visible seams,rough weathered stone with visible cracks,639.png,639.png,639.png,1.0,0.0,0.0
640,training,training_ADE_train_00019814_t1_crop0,training_ADE_train_00019814,training_ADE_train_00019814_t1,2,64,102,128,204,rough weathered stone with visible cracks,dark wet concrete with water flow,640.png,640.png,640.png,1.0,0.0,0.0
641,training,training_ADE_train_00019814_t1_crop1,training_ADE_train_00019814,training_ADE_train_00019814_t1,2,64,114,128,228,rough weathered stone with visible cracks,dark wet concrete with water flow,641.png,641.png,641.png,1.0,0.0,0.0
642,training,training_ADE_train_00019814_t2_crop0,training_ADE_train_00019814,training_ADE_train_00019814_t2,2,132,256,264,512,dark wet concrete with water flow,smooth wet sandy ground with ripples,642.png,642.png,642.png,1.0,0.0,0.0
643,training,training_ADE_train_00019815_t0_crop0,training_ADE_train_00019815,training_ADE_train_00019815_t0,2,64,105,128,210,wet dark rock with mossy patches,smooth wet sandy ground with ripples,643.png,643.png,643.png,1.0,0.0,0.0
644,training,training_ADE_train_00019815_t1_crop0,training_ADE_train_00019815,training_ADE_train_00019815_t1,2,68,167,136,334,wet dark rock with mossy patches,foamy white water spray with droplets,644.png,644.png,644.png,1.0,0.0,0.0
645,training,training_ADE_train_00019816_t0_crop0,training_ADE_train_00019816,training_ADE_train_00019816_t0,2,139,64,278,128,dense green foliage with varied leaf shapes,wet white foamy water with spray mist,645.png,645.png,645.png,1.0,0.0,0.0
646,training,training_ADE_train_00019816_t0_crop1,training_ADE_train_00019816,training_ADE_train_00019816_t0,2,96,64,192,128,dense green foliage with varied leaf shapes,wet white foamy water with spray mist,646.png,646.png,646.png,1.0,0.0,0.0
647,training,training_ADE_train_00019816_t0_crop2,training_ADE_train_00019816,training_ADE_train_00019816_t0,2,104,217,208,434,dense green foliage with varied leaf shapes,wet white foamy water with spray mist,647.png,647.png,647.png,1.0,0.0,0.0
648,training,training_ADE_train_00019816_t0_crop3,training_ADE_train_00019816,training_ADE_train_00019816_t0,2,256,115,512,230,dense green foliage with varied leaf shapes,wet white foamy water with spray mist,648.png,648.png,648.png,1.0,0.0,0.0
649,training,training_ADE_train_00019819_t0_crop0,training_ADE_train_00019819,training_ADE_train_00019819_t0,2,135,124,270,248,wet rough rock face with moss patches,smooth flowing water with white spray,649.png,649.png,649.png,1.0,0.0,0.0
650,training,training_ADE_train_00019819_t2_crop0,training_ADE_train_00019819,training_ADE_train_00019819_t2,2,144,140,288,280,smooth flowing water with white spray,dry sandy bank with sparse grass,650.png,650.png,650.png,1.0,0.0,0.0
651,training,training_ADE_train_00019826_t0_crop0,training_ADE_train_00019826,training_ADE_train_00019826_t0,2,178,256,356,512,smooth wet water with white frothy spray,rough dark mossy rock with vertical striations,651.png,651.png,651.png,1.0,0.0,0.0
652,training,training_ADE_train_00019826_t1_crop0,training_ADE_train_00019826,training_ADE_train_00019826_t1,2,133,232,266,464,smooth wet water with white frothy spray,damp dark green mossy rock surface,652.png,652.png,652.png,1.0,0.0,0.0
653,training,training_ADE_train_00019832_t0_crop0,training_ADE_train_00019832,training_ADE_train_00019832_t0,2,129,64,258,128,smooth wet sandy ground with ripples,dense green foliage with varied leaf shapes,653.png,653.png,653.png,1.0,0.0,0.0
654,training,training_ADE_train_00019837_t0_crop0,training_ADE_train_00019837,training_ADE_train_00019837_t0,2,223,124,446,248,smooth flowing water with silky motion blur,rough snow-covered rock with jagged edges,654.png,654.png,654.png,1.0,0.0,0.0
655,training,training_ADE_train_00019837_t0_crop1,training_ADE_train_00019837,training_ADE_train_00019837_t0,1,213,245,213,245,smooth flowing water with silky motion blur,rough snow-covered rock with jagged edges,655.png,655.png,655.png,0.9711794576985724,5.748778384593274e-05,0.028763054517581682
656,training,training_ADE_train_00019837_t1_crop0,training_ADE_train_00019837,training_ADE_train_00019837_t1,2,184,132,368,264,rough snow-covered rock with jagged edges,dark wet rock with mossy patches,656.png,656.png,656.png,1.0,0.0,0.0
657,training,training_ADE_train_00019837_t2_crop0,training_ADE_train_00019837,training_ADE_train_00019837_t2,2,256,64,512,128,dark wet rock with mossy patches,smooth flowing water with silky motion blur,657.png,657.png,657.png,1.0,0.0,0.0
658,training,training_ADE_train_00019837_t2_crop1,training_ADE_train_00019837,training_ADE_train_00019837_t2,2,256,64,512,128,dark wet rock with mossy patches,smooth flowing water with silky motion blur,658.png,658.png,658.png,1.0,0.0,0.0
659,training,training_ADE_train_00019837_t2_crop2,training_ADE_train_00019837,training_ADE_train_00019837_t2,1,264,258,264,258,dark wet rock with mossy patches,smooth flowing water with silky motion blur,659.png,659.png,659.png,0.9667165844491425,0.00430173831336622,0.02898167723749119
660,training,training_ADE_train_00019839_t0_crop0,training_ADE_train_00019839,training_ADE_train_00019839_t0,2,256,157,512,314,smooth wet sandy ground with ripples,rough mossy stone with dark green patches,660.png,660.png,660.png,1.0,0.0,0.0
661,training,training_ADE_train_00019845_t1_crop0,training_ADE_train_00019845,training_ADE_train_00019845_t1,2,123,111,246,222,wet mossy rock with green velvety texture,darker wet rock with rough surface,661.png,661.png,661.png,1.0,0.0,0.0
662,training,training_ADE_train_00019845_t1_crop1,training_ADE_train_00019845,training_ADE_train_00019845_t1,2,198,126,396,252,wet mossy rock with green velvety texture,darker wet rock with rough surface,662.png,662.png,662.png,1.0,0.0,0.0
663,training,training_ADE_train_00019846_t0_crop0,training_ADE_train_00019846,training_ADE_train_00019846_t0,2,64,122,128,244,wet dark rock with mossy patches,bright white cascading water stream,663.png,663.png,663.png,1.0,0.0,0.0
664,training,training_ADE_train_00019846_t1_crop0,training_ADE_train_00019846,training_ADE_train_00019846_t1,2,144,195,288,390,wet dark rock with mossy patches,damp gray boulder with rough surface,664.png,664.png,664.png,1.0,0.0,0.0
665,training,training_ADE_train_00019846_t2_crop0,training_ADE_train_00019846,training_ADE_train_00019846_t2,2,110,133,220,266,bright white cascading water stream,damp gray boulder with rough surface,665.png,665.png,665.png,1.0,0.0,0.0
666,training,training_ADE_train_00019846_t3_crop0,training_ADE_train_00019846,training_ADE_train_00019846_t3,2,151,256,302,512,wet dark rock with mossy patches,dense green foliage with varied leaves,666.png,666.png,666.png,1.0,0.0,0.0
667,training,training_ADE_train_00019849_t1_crop0,training_ADE_train_00019849,training_ADE_train_00019849_t1,2,150,86,300,172,smooth flowing water with white spray,wet gray rock with moss patches,667.png,667.png,667.png,1.0,0.0,0.0
668,training,training_ADE_train_00019851_t0_crop0,training_ADE_train_00019851,training_ADE_train_00019851_t0,2,185,102,370,204,wet white foamy water with turbulent spray,dark wet mossy rock with rough surface,668.png,668.png,668.png,1.0,0.0,0.0
669,training,training_ADE_train_00019855_t0_crop0,training_ADE_train_00019855,training_ADE_train_00019855_t0,2,256,115,512,230,dense green foliage with varied leaf shapes,rough wet rock face with moss patches,669.png,669.png,669.png,1.0,0.0,0.0
670,training,training_ADE_train_00019855_t1_crop0,training_ADE_train_00019855,training_ADE_train_00019855_t1,2,166,149,332,298,rough wet rock face with moss patches,smooth flowing water with white foam,670.png,670.png,670.png,1.0,0.0,0.0
671,training,training_ADE_train_00019856_t3_crop0,training_ADE_train_00019856,training_ADE_train_00019856_t3,2,256,174,512,348,dark gray rough textured rock surface,green shrubbery with dense leaves,671.png,671.png,671.png,1.0,0.0,0.0
672,training,training_ADE_train_00019857_t2_crop0,training_ADE_train_00019857,training_ADE_train_00019857_t2,2,85,112,170,224,dense green foliage with varied leaf shapes,smooth wet sandy ground with ripples,672.png,672.png,672.png,1.0,0.0,0.0
673,training,training_ADE_train_00019858_t0_crop0,training_ADE_train_00019858,training_ADE_train_00019858_t0,2,213,118,426,236,smooth flowing water with white froth,dense green moss on wet rocks,673.png,673.png,673.png,1.0,0.0,0.0
674,training,training_ADE_train_00019863_t0_crop0,training_ADE_train_00019863,training_ADE_train_00019863_t0,2,104,85,208,170,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,674.png,674.png,674.png,1.0,0.0,0.0
675,training,training_ADE_train_00019863_t1_crop0,training_ADE_train_00019863,training_ADE_train_00019863_t1,2,75,207,150,414,rough weathered stone with visible cracks,dark wet mossy rock surface with clinging algae,675.png,675.png,675.png,1.0,0.0,0.0
676,training,training_ADE_train_00019863_t2_crop0,training_ADE_train_00019863,training_ADE_train_00019863_t2,2,256,145,512,290,dark wet mossy rock surface with clinging algae,smooth flowing water with white froth,676.png,676.png,676.png,1.0,0.0,0.0
677,training,training_ADE_train_00019864_t0_crop0,training_ADE_train_00019864,training_ADE_train_00019864_t0,2,176,256,352,512,wet dark green moss on vertical rock face,smooth flowing white water with spray mist,677.png,677.png,677.png,1.0,0.0,0.0
678,training,training_ADE_train_00019864_t0_crop1,training_ADE_train_00019864,training_ADE_train_00019864_t0,2,78,121,156,242,wet dark green moss on vertical rock face,smooth flowing white water with spray mist,678.png,678.png,678.png,1.0,0.0,0.0
679,training,training_ADE_train_00019874_t1_crop0,training_ADE_train_00019874,training_ADE_train_00019874_t1,2,256,96,512,192,wet mossy rock with green patches,smooth wet sandy ground with ripples,679.png,679.png,679.png,1.0,0.0,0.0
680,training,training_ADE_train_00019874_t2_crop0,training_ADE_train_00019874,training_ADE_train_00019874_t2,2,82,109,164,218,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,680.png,680.png,680.png,1.0,0.0,0.0
681,training,training_ADE_train_00019874_t2_crop1,training_ADE_train_00019874,training_ADE_train_00019874_t2,2,256,104,512,208,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,681.png,681.png,681.png,1.0,0.0,0.0
682,training,training_ADE_train_00019875_t2_crop0,training_ADE_train_00019875,training_ADE_train_00019875_t2,2,76,123,152,246,grayish blue water with white foam spray,bright green grassy slope with scattered leaves,682.png,682.png,682.png,1.0,0.0,0.0
683,training,training_ADE_train_00019878_t0_crop0,training_ADE_train_00019878,training_ADE_train_00019878_t0,2,256,64,512,128,dark wet rock with mossy patches,calm dark water with ripples,683.png,683.png,683.png,1.0,0.0,0.0
684,training,training_ADE_train_00019878_t0_crop1,training_ADE_train_00019878,training_ADE_train_00019878_t0,2,159,64,318,128,dark wet rock with mossy patches,calm dark water with ripples,684.png,684.png,684.png,1.0,0.0,0.0
685,training,training_ADE_train_00019878_t0_crop2,training_ADE_train_00019878,training_ADE_train_00019878_t0,2,256,122,512,244,dark wet rock with mossy patches,calm dark water with ripples,685.png,685.png,685.png,1.0,0.0,0.0
686,training,training_ADE_train_00019878_t0_crop3,training_ADE_train_00019878,training_ADE_train_00019878_t0,2,97,64,194,128,dark wet rock with mossy patches,calm dark water with ripples,686.png,686.png,686.png,1.0,0.0,0.0
687,training,training_ADE_train_00019878_t0_crop4,training_ADE_train_00019878,training_ADE_train_00019878_t0,2,110,192,220,384,dark wet rock with mossy patches,calm dark water with ripples,687.png,687.png,687.png,1.0,0.0,0.0
688,training,training_ADE_train_00019878_t0_crop5,training_ADE_train_00019878,training_ADE_train_00019878_t0,2,70,256,140,512,dark wet rock with mossy patches,calm dark water with ripples,688.png,688.png,688.png,1.0,0.0,0.0
689,training,training_ADE_train_00019878_t0_crop6,training_ADE_train_00019878,training_ADE_train_00019878_t0,2,115,256,230,512,dark wet rock with mossy patches,calm dark water with ripples,689.png,689.png,689.png,1.0,0.0,0.0
690,training,training_ADE_train_00019878_t1_crop0,training_ADE_train_00019878,training_ADE_train_00019878_t1,1,310,220,310,220,dense green foliage with varied leaf shapes,dark wet rock with mossy patches,690.png,690.png,690.png,0.9748973607038123,0.0005865102639296188,0.024516129032258065
